D:\Andrew\RhoFW\AVL\temp.dat
     0.999034    0.009850
     0.993167    0.009998
     0.981854    0.010413
     0.967793    0.011160
     0.953540    0.012164
     0.940041    0.013329
     0.926731    0.014663
     0.913196    0.016187
     0.899212    0.017917
     0.884780    0.019842
     0.870065    0.021924
     0.855274    0.024105
     0.840495    0.026343
     0.825710    0.028608
     0.810965    0.030866
     0.796229    0.033106
     0.781483    0.035329
     0.766736    0.037538
     0.752004    0.039726
     0.737280    0.041889
     0.722549    0.044031
     0.707817    0.046150
     0.693091    0.048244
     0.678370    0.050311
     0.663651    0.052349
     0.648943    0.054356
     0.634257    0.056324
     0.619587    0.058248
     0.604923    0.060126
     0.590268    0.061954
     0.575636    0.063725
     0.561034    0.065431
     0.546459    0.067063
     0.531909    0.068614
     0.517379    0.070077
     0.502869    0.071445
     0.488380    0.072713
     0.473911    0.073872
     0.459453    0.074920
     0.444997    0.075851
     0.430550    0.076665
     0.416130    0.077355
     0.401737    0.077913
     0.387347    0.078335
     0.372952    0.078622
     0.358573    0.078772
     0.344229    0.078778
     0.329912    0.078633
     0.315601    0.078334
     0.301292    0.077882
     0.286992    0.077276
     0.272702    0.076516
     0.258425    0.075601
     0.244176    0.074531
     0.229977    0.073302
     0.215824    0.071906
     0.201713    0.070336
     0.187676    0.068591
     0.173745    0.066659
     0.159894    0.064522
     0.146124    0.062176
     0.132517    0.059619
     0.119110    0.056828
     0.105896    0.053775
     0.092934    0.050454
     0.080213    0.046839
     0.067868    0.042950
     0.056476    0.038903
     0.045665    0.034409
     0.035313    0.029687
     0.026811    0.025413
     0.020306    0.021553
     0.015249    0.017883
     0.011243    0.014475
     0.008101    0.011512
     0.005628    0.009012
     0.003645    0.006897
     0.002107    0.005024
     0.001008    0.003283
     0.000315    0.001642
     0.000013    0.000066
     0.000087   -0.001515
     0.000507   -0.003138
     0.001288   -0.004799
     0.002471   -0.006445
     0.004089   -0.008072
     0.006163   -0.009717
     0.008795   -0.011418
     0.012167   -0.013225
     0.016554   -0.015209
     0.022278   -0.017462
     0.029527   -0.019894
     0.038261   -0.022234
     0.048840   -0.024347
     0.061171   -0.026449
     0.073743   -0.028217
     0.086895   -0.029636
     0.100608   -0.030814
     0.114535   -0.031774
     0.128620   -0.032540
     0.142822   -0.033127
     0.157134   -0.033553
     0.171566   -0.033844
     0.186071   -0.034021
     0.200613   -0.034092
     0.215210   -0.034066
     0.229864   -0.033958
     0.244545   -0.033777
     0.259252   -0.033527
     0.273999   -0.033217
     0.288774   -0.032857
     0.303552   -0.032450
     0.318341   -0.031997
     0.333166   -0.031502
     0.348018   -0.030976
     0.362866   -0.030423
     0.377705   -0.029839
     0.392555   -0.029225
     0.407429   -0.028586
     0.422322   -0.027926
     0.437224   -0.027250
     0.452122   -0.026559
     0.467014   -0.025852
     0.481912   -0.025128
     0.496826   -0.024390
     0.511753   -0.023643
     0.526684   -0.022888
     0.541613   -0.022125
     0.556546   -0.021355
     0.571486   -0.020580
     0.586435   -0.019801
     0.601389   -0.019020
     0.616343   -0.018239
     0.631295   -0.017456
     0.646240   -0.016672
     0.661179   -0.015891
     0.676114   -0.015115
     0.691050   -0.014345
     0.705989   -0.013579
     0.720931   -0.012818
     0.735864   -0.012062
     0.750781   -0.011316
     0.765691   -0.010579
     0.780597   -0.009844
     0.795462   -0.009113
     0.810193   -0.008414
     0.824702   -0.007704
     0.839102   -0.006883
     0.853547   -0.005940
     0.868098   -0.004871
     0.882720   -0.003682
     0.897264   -0.002388
     0.911520   -0.001017
     0.925425    0.000416
     0.939160    0.001924
     0.953128    0.003549
     0.967733    0.005357
     0.981945    0.007271
     0.993231    0.008937
     0.999034    0.009850
